addr,router,asn,org,conn_asn,conn_org,rtype,itype
37.128.239.121,37.128.239.121,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,2,0
45.134.48.1,45.134.48.1,35478,ORG-BTS48-RIPE,35478,ORG-BTS48-RIPE,70,-1
37.128.232.25,37.128.232.25,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,0
185.120.147.41,185.120.147.41,9009,ORG-MES6-RIPE,51295,ORG-TEMS3-RIPE,50,0
89.37.126.137,89.37.126.137,39737,ORG-NVTS1-RIPE,48351,ORG-ES392-RIPE,2,0
86.127.160.165,86.127.160.165,8708,ORG-RA18-RIPE,34915,ORG-MSS30-RIPE,2,0
86.105.155.193,86.105.155.193,56430,ORG-CNS26-RIPE,56430,ORG-CNS26-RIPE,70,-1
80.86.97.149,80.86.97.149,12310,ORG-IGS3-RIPE,12310,ORG-IGS3-RIPE,2,0
89.238.233.57,89.238.233.57,6663,ORG-ERS6-RIPE,197357,ORG-CS336-RIPE,70,0
89.165.233.65,89.165.233.65,48161,ORG-NCS10-RIPE,48161,ORG-NCS10-RIPE,50,-1
89.40.40.233,89.40.40.233,9009,ORG-MES6-RIPE,8100,QEL-5-ARIN,2,0
37.128.230.21,37.128.230.21,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,-1
86.107.73.2,86.107.73.2,60149,ORG-NRS2-RIPE,60149,ORG-NRS2-RIPE,70,-1
176.52.185.2,176.52.185.2,47420,ORG-TS122-RIPE,47420,ORG-TS122-RIPE,70,0
95.77.215.1,95.77.215.1,8919,ORG-ATS4-RIPE,12302,ORG-MS15-RIPE,270,-1
136.255.248.202,136.255.248.202,12302,ORG-MS15-RIPE,8919,ORG-ATS4-RIPE,2,1
146.70.1.62,146.70.1.62,9009,ORG-MES6-RIPE,9009,ORG-MES6-RIPE,2,0
37.128.239.101,37.128.239.101,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,0
62.133.45.34,62.133.45.34,9009,ORG-MES6-RIPE,9009,ORG-MES6-RIPE,70,-1
93.114.194.225,93.114.194.225,25198,ORG-IHS20-RIPE,25198,ORG-IHS20-RIPE,70,-1
193.46.254.1,193.46.254.1,47890,ORG-UMNG1-RIPE,35478,ORG-BTS48-RIPE,70,0
93.113.126.129,93.113.126.129,60149,ORG-NRS2-RIPE,60149,ORG-NRS2-RIPE,70,-1
37.128.232.181,37.128.232.181,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,0
93.114.191.18,93.114.191.18,8919,ORG-ATS4-RIPE,8919,ORG-ATS4-RIPE,50,0
89.238.255.9,89.238.255.9,6663,ORG-ERS6-RIPE,6663,ORG-ERS6-RIPE,70,-1
85.120.48.129,85.120.48.129,39081,ORG-RISS4-RIPE,39081,ORG-RISS4-RIPE,70,-1
89.40.196.49,89.40.196.49,41953,ORG-TS372-RIPE,41953,ORG-TS372-RIPE,2,0
92.80.245.109,92.80.245.109,9050,ORG-AA45-RIPE,39081,ORG-RISS4-RIPE,2,0
94.53.12.22,94.53.12.22,48161,ORG-NCS10-RIPE,48161,ORG-NCS10-RIPE,50,0
86.104.125.176,86.104.125.176,-1,-1,-370,-370,1,-1
194.5.208.1,194.5.208.1,34915,ORG-MSS30-RIPE,34915,ORG-MSS30-RIPE,70,-1
37.128.225.233,37.128.225.233,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,0
93.114.191.126,93.114.191.126,8919,ORG-ATS4-RIPE,8919,ORG-ATS4-RIPE,70,0
89.238.218.213,89.238.218.213,6663,ORG-ERS6-RIPE,6663,ORG-ERS6-RIPE,70,-1
37.128.235.25,37.128.235.25,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,0
93.114.190.216,93.114.190.216,8919,ORG-ATS4-RIPE,8919,ORG-ATS4-RIPE,50,0
193.251.252.199,193.251.252.199,5511,ORG-FT2-RIPE,6204,ORG-IHS20-RIPE,2,0
185.179.156.1,185.179.156.1,51295,ORG-TEMS3-RIPE,51295,ORG-TEMS3-RIPE,70,-1
195.28.185.189,195.28.185.189,33823,ORG-PTMS2-RIPE,-1,-1,2,0
37.128.233.21,37.128.233.21,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,-1
