addr,router,asn,org,conn_asn,conn_org,rtype,itype
85.120.48.129,85.120.48.129,39081,ORG-RISS4-RIPE,39081,ORG-RISS4-RIPE,70,-1
185.1.103.94,185.1.103.94,-1,-1,-401,-401,1,-1
89.37.126.137,89.37.126.137,39737,ORG-NVTS1-RIPE,48351,ORG-ES392-RIPE,70,0
94.53.12.22,94.53.12.22,48161,ORG-NCS10-RIPE,48161,ORG-NCS10-RIPE,50,0
146.70.1.64,146.70.1.64,33970,ORG-GL37-RIPE,9009,ORG-MES6-RIPE,270,0
45.134.48.1,45.134.48.1,35478,ORG-BTS48-RIPE,35478,ORG-BTS48-RIPE,70,-1
193.168.186.225,193.168.186.225,33823,ORG-PTMS2-RIPE,33823,ORG-PTMS2-RIPE,50,-1
93.114.190.177,93.114.190.177,8919,ORG-ATS4-RIPE,8919,ORG-ATS4-RIPE,50,0
37.128.239.145,37.128.239.145,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,2,1
89.238.233.57,89.238.233.57,6663,ORG-ERS6-RIPE,197357,ORG-CS336-RIPE,70,0
37.128.232.181,37.128.232.181,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,0
89.137.188.89,89.137.188.89,8919,ORG-ATS4-RIPE,12302,ORG-MS15-RIPE,270,0
93.114.190.188,93.114.190.188,8919,ORG-ATS4-RIPE,8919,ORG-ATS4-RIPE,50,0
89.136.99.17,89.136.99.17,8919,ORG-ATS4-RIPE,12302,ORG-MS15-RIPE,270,0
185.1.36.113,185.1.36.113,41494,ORG-AI97-RIPE,57815,ORG-NESS1-RIPE,70,0
37.128.235.21,37.128.235.21,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,0
92.80.245.109,92.80.245.109,9050,ORG-AA45-RIPE,39081,ORG-RISS4-RIPE,2,0
193.46.254.1,193.46.254.1,47890,ORG-UMNG1-RIPE,35478,ORG-BTS48-RIPE,70,0
91.186.184.41,91.186.184.41,2914,NTTAM-1-ARIN,2914,NTTAM-1-ARIN,2,0
93.114.191.66,93.114.191.66,8919,ORG-ATS4-RIPE,8919,ORG-ATS4-RIPE,50,0
93.115.93.177,93.115.93.177,2914,NTTAM-1-ARIN,3223,ORG-VL241-RIPE,50,0
37.128.239.101,37.128.239.101,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,0
