addr,router,asn,org,conn_asn,conn_org,rtype,itype
82.119.102.145,82.119.102.145,6830,ORG-UNB2-RIPE,6830,ORG-UNB2-RIPE,50,-1
185.171.140.77,185.171.140.77,31117,ORG-EA46-RIPE,31117,ORG-EA46-RIPE,50,-1
185.176.72.94,185.176.72.94,29405,ORG-VSRO1-RIPE,29405,ORG-VSRO1-RIPE,2,0
88.212.4.50,88.212.4.50,42841,ORG-ACAC3-RIPE,42841,ORG-ACAC3-RIPE,50,-1
87.244.236.38,87.244.236.38,31117,ORG-EA46-RIPE,31117,ORG-EA46-RIPE,50,0
85.159.105.209,85.159.105.209,34820,ORG-DOSS2-RIPE,34820,ORG-DOSS2-RIPE,70,-1
185.171.140.198,185.171.140.198,31117,ORG-EA46-RIPE,31117,ORG-EA46-RIPE,50,0
80.87.211.148,80.87.211.148,35328,ORG-DDS1-RIPE,35328,ORG-DDS1-RIPE,50,0
188.123.97.1,188.123.97.1,58328,ORG-IS562-RIPE,58328,ORG-IS562-RIPE,70,-1
217.23.241.62,217.23.241.62,6830,ORG-UNB2-RIPE,6830,ORG-UNB2-RIPE,2,0
84.47.111.149,84.47.111.149,6855,ORG-ST4-RIPE,6855,ORG-ST4-RIPE,2,-1
78.141.71.1,78.141.71.1,15962,ORG-OSA4-RIPE,15962,ORG-OSA4-RIPE,50,-1
195.168.100.181,195.168.100.181,5578,ORG-SPA43-RIPE,58328,ORG-IS562-RIPE,50,1
31.170.64.129,31.170.64.129,8887,ORG-TS118-RIPE,8887,ORG-TS118-RIPE,70,-1
87.244.214.145,87.244.214.145,31117,ORG-EA46-RIPE,31117,ORG-EA46-RIPE,50,-1
