addr,router,asn,org,conn_asn,conn_org,rtype,itype
194.40.210.1,194.40.210.1,57815,ORG-NESS1-RIPE,57815,ORG-NESS1-RIPE,70,-1
194.9.92.1,194.9.92.1,31554,ORG-SRSS1-RIPE,31554,ORG-SRSS1-RIPE,70,-1
46.214.144.129,46.214.144.129,9050,ORG-AA45-RIPE,48161,ORG-NCS10-RIPE,5000000,0
93.114.190.188,93.114.190.188,8919,ORG-ATS4-RIPE,8919,ORG-ATS4-RIPE,50,0
185.120.147.41,185.120.147.41,9009,ORG-MES6-RIPE,51295,ORG-TEMS3-RIPE,50,0
85.9.0.197,85.9.0.197,5606,ORG-GTS2-RIPE,5606,ORG-GTS2-RIPE,50,0
80.86.97.149,80.86.97.149,12310,ORG-IGS3-RIPE,12310,ORG-IGS3-RIPE,70,0
184.104.177.114,184.104.177.114,6939,HURC-ARIN,6939,HURC-ARIN,2,0
95.77.36.161,95.77.36.161,12302,ORG-MS15-RIPE,12302,ORG-MS15-RIPE,50,1
184.104.198.25,184.104.198.25,6939,HURC-ARIN,-1,-1,50,0
193.251.128.180,193.251.128.180,-1,-1,5511,ORG-FT2-RIPE,6000000,0
85.9.9.5,85.9.9.5,5606,ORG-GTS2-RIPE,5606,ORG-GTS2-RIPE,50,0
89.137.188.5,89.137.188.5,8919,ORG-ATS4-RIPE,12302,ORG-MS15-RIPE,270,0
37.128.239.101,37.128.239.101,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,0
185.1.36.113,185.1.36.113,41494,ORG-AI97-RIPE,57815,ORG-NESS1-RIPE,70,0
86.104.125.69,86.104.125.69,6939,HURC-ARIN,-370,-370,50,-1
5.254.67.66,5.254.67.66,8100,QEL-5-ARIN,3223,ORG-VL241-RIPE,170,0
89.238.233.57,89.238.233.57,3223,ORG-VL241-RIPE,6663,ORG-ERS6-RIPE,170,0
85.9.9.169,85.9.9.169,5606,ORG-GTS2-RIPE,5606,ORG-GTS2-RIPE,50,0
62.121.99.1,62.121.99.1,12302,ORG-MS15-RIPE,12302,ORG-MS15-RIPE,50,-1
92.87.4.69,92.87.4.69,9050,ORG-AA45-RIPE,9050,ORG-AA45-RIPE,50,-1
95.77.215.1,95.77.215.1,12302,ORG-MS15-RIPE,12302,ORG-MS15-RIPE,50,-1
78.96.208.1,78.96.208.1,12302,ORG-MS15-RIPE,12302,ORG-MS15-RIPE,50,-1
212.146.120.58,212.146.120.58,5606,ORG-GTS2-RIPE,5606,ORG-GTS2-RIPE,2,0
193.46.254.1,193.46.254.1,47890,ORG-UMNG1-RIPE,35478,ORG-BTS48-RIPE,70,0
85.9.9.53,85.9.9.53,5606,ORG-GTS2-RIPE,5606,ORG-GTS2-RIPE,50,0
85.9.52.158,85.9.52.158,5606,ORG-GTS2-RIPE,5606,ORG-GTS2-RIPE,2,0
85.9.9.29,85.9.9.29,5606,ORG-GTS2-RIPE,5606,ORG-GTS2-RIPE,50,0
94.53.12.22,94.53.12.22,48161,ORG-NCS10-RIPE,48161,ORG-NCS10-RIPE,50,0
86.127.160.165,86.127.160.165,8708,ORG-RA18-RIPE,34915,ORG-MSS30-RIPE,2,0
185.199.175.1,185.199.175.1,43927,ORG-ES311-RIPE,43927,ORG-ES311-RIPE,70,-1
80.97.248.63,80.97.248.63,6939,HURC-ARIN,-472,-472,50,-1
86.104.125.100,86.104.125.100,-1,-1,-370,-370,1,-1
62.133.45.209,62.133.45.209,33970,ORG-GL37-RIPE,9009,ORG-MES6-RIPE,270,0
37.128.235.25,37.128.235.25,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,0
185.173.16.130,185.173.16.130,48112,ORG-XNS8-RIPE,48112,ORG-XNS8-RIPE,50,-1
89.137.188.85,89.137.188.85,8919,ORG-ATS4-RIPE,12302,ORG-MS15-RIPE,270,0
92.80.245.109,92.80.245.109,9050,ORG-AA45-RIPE,39081,ORG-RISS4-RIPE,50,0
94.53.10.9,94.53.10.9,48161,ORG-NCS10-RIPE,48161,ORG-NCS10-RIPE,50,0
194.42.102.1,194.42.102.1,31554,ORG-SRSS1-RIPE,31554,ORG-SRSS1-RIPE,70,-1
193.188.137.175,193.188.137.175,-1,-1,-155,-155,-1,-1
185.86.67.65,185.86.67.65,41494,ORG-AI97-RIPE,41494,ORG-AI97-RIPE,70,-1
37.128.239.1,37.128.239.1,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,70,1
37.128.225.233,37.128.225.233,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,0
81.196.8.33,81.196.8.33,8708,ORG-RA18-RIPE,48112,ORG-XNS8-RIPE,2,0
93.114.190.246,93.114.190.246,8919,ORG-ATS4-RIPE,8919,ORG-ATS4-RIPE,70,0
93.114.190.177,93.114.190.177,8919,ORG-ATS4-RIPE,8919,ORG-ATS4-RIPE,50,0
195.28.185.185,195.28.185.185,33823,ORG-PTMS2-RIPE,-1,-1,2,0
185.214.104.89,185.214.104.89,48351,ORG-ES392-RIPE,48351,ORG-ES392-RIPE,70,-1
93.114.190.216,93.114.190.216,8919,ORG-ATS4-RIPE,8919,ORG-ATS4-RIPE,50,1
103.246.249.22,103.246.249.22,6204,ORG-IHS20-RIPE,42405,ORG-SPS13-RIPE,50,0
146.70.1.62,146.70.1.62,33970,ORG-GL37-RIPE,9009,ORG-MES6-RIPE,270,0
103.246.249.0,103.246.249.0,6204,ORG-IHS20-RIPE,25198,ORG-IHS20-RIPE,70,0
89.40.196.49,89.40.196.49,41953,ORG-TS372-RIPE,41953,ORG-TS372-RIPE,70,0
185.173.16.165,185.173.16.165,48112,ORG-XNS8-RIPE,48112,ORG-XNS8-RIPE,70,1
81.196.20.133,81.196.20.133,8708,ORG-RA18-RIPE,8708,ORG-RA18-RIPE,2,0
37.128.230.21,37.128.230.21,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,-1
37.128.239.145,37.128.239.145,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,1
77.87.89.29,77.87.89.29,-1,-1,49719,ORG-SHTU1-RIPE,6000000,-1
194.5.208.1,194.5.208.1,34915,ORG-MSS30-RIPE,34915,ORG-MSS30-RIPE,70,-1
82.76.7.209,82.76.7.209,8708,ORG-RA18-RIPE,8708,ORG-RA18-RIPE,2,0
103.246.249.1,103.246.249.1,6939,HURC-ARIN,6204,ORG-IHS20-RIPE,5000000,0
89.136.99.17,89.136.99.17,8919,ORG-ATS4-RIPE,12302,ORG-MS15-RIPE,270,0
176.52.185.2,176.52.185.2,47420,ORG-TS122-RIPE,47420,ORG-TS122-RIPE,70,0
93.114.191.12,93.114.191.12,8919,ORG-ATS4-RIPE,8919,ORG-ATS4-RIPE,50,0
185.173.16.65,185.173.16.65,48112,ORG-XNS8-RIPE,48112,ORG-XNS8-RIPE,50,-1
184.104.177.115,184.104.177.115,6939,HURC-ARIN,6939,HURC-ARIN,2,1
93.114.191.132,93.114.191.132,8919,ORG-ATS4-RIPE,8919,ORG-ATS4-RIPE,70,0
85.9.32.154,85.9.32.154,5606,ORG-GTS2-RIPE,5606,ORG-GTS2-RIPE,50,0
81.196.193.29,81.196.193.29,8708,ORG-RA18-RIPE,12310,ORG-IGS3-RIPE,2,0
193.27.65.254,193.27.65.254,33970,ORG-GL37-RIPE,33970,ORG-GL37-RIPE,70,0
37.128.232.181,37.128.232.181,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,0
89.37.126.137,89.37.126.137,39737,ORG-NVTS1-RIPE,48351,ORG-ES392-RIPE,70,0
109.102.24.129,109.102.24.129,9050,ORG-AA45-RIPE,9050,ORG-AA45-RIPE,50,-1
86.105.155.193,86.105.155.193,56430,ORG-CNS26-RIPE,56430,ORG-CNS26-RIPE,70,-1
92.87.1.230,92.87.1.230,9050,ORG-AA45-RIPE,9050,ORG-AA45-RIPE,2,1
89.34.110.1,89.34.110.1,39511,ORG-SVNC1-RIPE,39511,ORG-SVNC1-RIPE,70,-1
193.203.0.244,193.203.0.244,5606,ORG-GTS2-RIPE,-150,-150,50,-1
91.220.63.65,91.220.63.65,197357,ORG-CS336-RIPE,197357,ORG-CS336-RIPE,70,-1
184.104.207.17,184.104.207.17,6939,HURC-ARIN,6939,HURC-ARIN,50,-1
89.165.233.65,89.165.233.65,48161,ORG-NCS10-RIPE,48161,ORG-NCS10-RIPE,50,-1
87.245.244.0,87.245.244.0,9002,ORG-RL19-RIPE,47890,ORG-UMNG1-RIPE,70,0
82.76.7.210,82.76.7.210,8708,ORG-RA18-RIPE,8708,ORG-RA18-RIPE,50,-1
93.114.190.178,93.114.190.178,8919,ORG-ATS4-RIPE,8919,ORG-ATS4-RIPE,50,0
193.251.252.199,193.251.252.199,5511,ORG-FT2-RIPE,6204,ORG-IHS20-RIPE,50,0
85.9.9.57,85.9.9.57,5606,ORG-GTS2-RIPE,5606,ORG-GTS2-RIPE,2,0
93.115.93.177,93.115.93.177,3223,ORG-VL241-RIPE,3223,ORG-VL241-RIPE,50,0
46.214.145.1,46.214.145.1,48161,ORG-NCS10-RIPE,48161,ORG-NCS10-RIPE,50,-1
176.52.185.3,176.52.185.3,47420,ORG-TS122-RIPE,47420,ORG-TS122-RIPE,50,-1
185.179.156.1,185.179.156.1,51295,ORG-TEMS3-RIPE,51295,ORG-TEMS3-RIPE,70,-1
93.114.191.66,93.114.191.66,8919,ORG-ATS4-RIPE,8919,ORG-ATS4-RIPE,50,0
85.120.220.254,85.120.220.254,48141,ORG-CO6-RIPE,48141,ORG-CO6-RIPE,50,-1
93.114.194.225,93.114.194.225,25198,ORG-IHS20-RIPE,25198,ORG-IHS20-RIPE,70,-1
89.44.208.118,89.44.208.118,8919,ORG-ATS4-RIPE,8919,ORG-ATS4-RIPE,50,-1
193.168.186.225,193.168.186.225,33823,ORG-PTMS2-RIPE,33823,ORG-PTMS2-RIPE,70,-1
78.97.196.1,78.97.196.1,12302,ORG-MS15-RIPE,12302,ORG-MS15-RIPE,50,-1
37.128.232.25,37.128.232.25,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,0
85.120.48.129,85.120.48.129,39081,ORG-RISS4-RIPE,39081,ORG-RISS4-RIPE,70,-1
37.128.239.105,37.128.239.105,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,0
45.134.48.1,45.134.48.1,35478,ORG-BTS48-RIPE,35478,ORG-BTS48-RIPE,70,-1
94.53.10.66,94.53.10.66,9050,ORG-AA45-RIPE,48161,ORG-NCS10-RIPE,5000000,0
89.149.57.201,89.149.57.201,12310,ORG-IGS3-RIPE,12310,ORG-IGS3-RIPE,50,-1
