addr,router,asn,org,conn_asn,conn_org,rtype,itype
46.214.145.1,46.214.145.1,48161,ORG-NCS10-RIPE,48161,ORG-NCS10-RIPE,70,-1
89.137.188.5,89.137.188.5,8919,ORG-ATS4-RIPE,12302,ORG-MS15-RIPE,270,0
5.254.67.66,5.254.67.66,8100,QEL-5-ARIN,3223,ORG-VL241-RIPE,170,0
62.133.45.209,62.133.45.209,9009,ORG-MES6-RIPE,8100,QEL-5-ARIN,70,0
176.52.185.3,176.52.185.3,47420,ORG-TS122-RIPE,47420,ORG-TS122-RIPE,50,-1
93.114.190.188,93.114.190.188,8919,ORG-ATS4-RIPE,8919,ORG-ATS4-RIPE,50,0
77.87.89.29,77.87.89.29,-1,-1,49719,ORG-SHTU1-RIPE,6000000,-1
194.5.208.1,194.5.208.1,34915,ORG-MSS30-RIPE,34915,ORG-MSS30-RIPE,70,-1
94.53.10.9,94.53.10.9,48161,ORG-NCS10-RIPE,48161,ORG-NCS10-RIPE,50,0
37.128.239.101,37.128.239.101,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,0
37.128.239.121,37.128.239.121,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,2,0
141.85.160.1,141.85.160.1,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,-1
85.120.48.129,85.120.48.129,39081,ORG-RISS4-RIPE,39081,ORG-RISS4-RIPE,70,-1
193.46.254.1,193.46.254.1,47890,ORG-UMNG1-RIPE,35478,ORG-BTS48-RIPE,70,0
193.251.252.199,193.251.252.199,5511,ORG-FT2-RIPE,6204,ORG-IHS20-RIPE,2,0
89.40.196.49,89.40.196.49,41953,ORG-TS372-RIPE,41953,ORG-TS372-RIPE,70,0
185.199.175.1,185.199.175.1,43927,ORG-ES311-RIPE,43927,ORG-ES311-RIPE,70,-1
37.128.239.145,37.128.239.145,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,2,1
93.114.190.216,93.114.190.216,8919,ORG-ATS4-RIPE,8919,ORG-ATS4-RIPE,50,0
146.70.1.64,146.70.1.64,9009,ORG-MES6-RIPE,9009,ORG-MES6-RIPE,70,0
89.238.233.57,89.238.233.57,6663,ORG-ERS6-RIPE,197357,ORG-CS336-RIPE,70,0
162.158.208.10,162.158.208.10,13335,CLOUD14-ARIN,13335,CLOUD14-ARIN,2,-1
109.102.24.129,109.102.24.129,9050,ORG-AA45-RIPE,9050,ORG-AA45-RIPE,70,-1
86.127.160.165,86.127.160.165,8708,ORG-RA18-RIPE,34915,ORG-MSS30-RIPE,2,0
194.9.92.1,194.9.92.1,31554,ORG-SRSS1-RIPE,31554,ORG-SRSS1-RIPE,70,-1
62.121.99.1,62.121.99.1,12302,ORG-MS15-RIPE,12302,ORG-MS15-RIPE,70,-1
