addr,router,asn,org,conn_asn,conn_org,rtype,itype
95.77.215.1,95.77.215.1,12302,ORG-MS15-RIPE,12302,ORG-MS15-RIPE,50,-1
103.246.249.0,103.246.249.0,6204,ORG-IHS20-RIPE,25198,ORG-IHS20-RIPE,70,0
86.104.125.138,86.104.125.138,-1,-1,-370,-370,1,-1
93.115.93.181,93.115.93.181,2914,NTTAM-1-ARIN,3223,ORG-VL241-RIPE,50,0
194.42.102.1,194.42.102.1,31554,ORG-SRSS1-RIPE,31554,ORG-SRSS1-RIPE,70,-1
185.199.175.1,185.199.175.1,43927,ORG-ES311-RIPE,43927,ORG-ES311-RIPE,70,-1
37.128.239.121,37.128.239.121,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,2,0
85.120.244.1,85.120.244.1,62445,ORG-ANS34-RIPE,62445,ORG-ANS34-RIPE,70,-1
93.114.191.18,93.114.191.18,8919,ORG-ATS4-RIPE,8919,ORG-ATS4-RIPE,50,0
85.122.180.10,85.122.180.10,48141,ORG-CO6-RIPE,48141,ORG-CO6-RIPE,70,0
185.86.67.65,185.86.67.65,41494,ORG-AI97-RIPE,41494,ORG-AI97-RIPE,70,-1
185.1.36.113,185.1.36.113,41494,ORG-AI97-RIPE,57815,ORG-NESS1-RIPE,70,0
89.42.203.129,89.42.203.129,42405,ORG-SPS13-RIPE,42405,ORG-SPS13-RIPE,70,-1
86.104.178.173,86.104.178.173,43376,ORG-DTS20-RIPE,49719,ORG-SHTU1-RIPE,70,0
93.114.191.66,93.114.191.66,8919,ORG-ATS4-RIPE,8919,ORG-ATS4-RIPE,70,1
86.127.160.165,86.127.160.165,8708,ORG-RA18-RIPE,34915,ORG-MSS30-RIPE,2,0
89.136.99.17,89.136.99.17,8919,ORG-ATS4-RIPE,12302,ORG-MS15-RIPE,270,0
85.120.220.254,85.120.220.254,48141,ORG-CO6-RIPE,48141,ORG-CO6-RIPE,50,-1
95.77.64.145,95.77.64.145,8919,ORG-ATS4-RIPE,12302,ORG-MS15-RIPE,270,0
94.53.10.9,94.53.10.9,48161,ORG-NCS10-RIPE,48161,ORG-NCS10-RIPE,50,0
89.149.57.201,89.149.57.201,12310,ORG-IGS3-RIPE,12310,ORG-IGS3-RIPE,50,-1
185.120.147.41,185.120.147.41,9009,ORG-MES6-RIPE,51295,ORG-TEMS3-RIPE,70,0
89.137.188.5,89.137.188.5,8919,ORG-ATS4-RIPE,12302,ORG-MS15-RIPE,270,0
37.128.230.21,37.128.230.21,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,-1
136.255.248.202,136.255.248.202,12302,ORG-MS15-RIPE,8919,ORG-ATS4-RIPE,2,1
195.28.185.242,195.28.185.242,42423,ORG-BTS33-RIPE,33823,ORG-PTMS2-RIPE,5000100,0
185.0.0.185,185.0.0.185,-1,-1,-3577,-3577,-1,-1
37.128.235.21,37.128.235.21,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,0
141.85.160.1,141.85.160.1,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,-1
217.73.170.1,217.73.170.1,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,-1
212.81.56.1,212.81.56.1,57050,ORG-SDS36-RIPE,57050,ORG-SDS36-RIPE,70,-1
91.220.63.65,91.220.63.65,197357,ORG-CS336-RIPE,197357,ORG-CS336-RIPE,70,-1
194.40.210.1,194.40.210.1,57815,ORG-NESS1-RIPE,57815,ORG-NESS1-RIPE,70,-1
89.238.233.57,89.238.233.57,6663,ORG-ERS6-RIPE,197357,ORG-CS336-RIPE,2,0
62.133.45.209,62.133.45.209,9009,ORG-MES6-RIPE,8100,QEL-5-ARIN,2,0
193.46.254.1,193.46.254.1,47890,ORG-UMNG1-RIPE,35478,ORG-BTS48-RIPE,70,0
91.186.184.37,91.186.184.37,2914,NTTAM-1-ARIN,2914,NTTAM-1-ARIN,2,0
194.5.208.1,194.5.208.1,34915,ORG-MSS30-RIPE,34915,ORG-MSS30-RIPE,70,-1
37.128.239.101,37.128.239.101,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,0
81.22.150.2,81.22.150.2,48161,ORG-NCS10-RIPE,48161,ORG-NCS10-RIPE,2,0
193.168.186.225,193.168.186.225,33823,ORG-PTMS2-RIPE,33823,ORG-PTMS2-RIPE,50,-1
