addr,router,asn,org,conn_asn,conn_org,rtype,itype
89.42.203.129,89.42.203.129,42405,ORG-SPS13-RIPE,42405,ORG-SPS13-RIPE,70,-1
136.255.248.204,136.255.248.204,12302,ORG-MS15-RIPE,8919,ORG-ATS4-RIPE,2,0
103.246.249.0,103.246.249.0,6204,ORG-IHS20-RIPE,25198,ORG-IHS20-RIPE,70,0
86.127.160.165,86.127.160.165,8708,ORG-RA18-RIPE,34915,ORG-MSS30-RIPE,2,0
93.114.191.66,93.114.191.66,8919,ORG-ATS4-RIPE,8919,ORG-ATS4-RIPE,70,0
217.73.170.1,217.73.170.1,2614,ORG-RA17-RIPE,2614,ORG-RA17-RIPE,50,-1
193.46.254.1,193.46.254.1,47890,ORG-UMNG1-RIPE,35478,ORG-BTS48-RIPE,70,0
149.6.51.73,149.6.51.73,174,COGC-ARIN,174,COGC-ARIN,2,-1
136.255.248.202,136.255.248.202,12302,ORG-MS15-RIPE,8919,ORG-ATS4-RIPE,2,1
185.179.156.1,185.179.156.1,51295,ORG-TEMS3-RIPE,51295,ORG-TEMS3-RIPE,70,-1
87.245.243.186,87.245.243.186,9002,ORG-RL19-RIPE,9002,ORG-RL19-RIPE,50,-1
193.251.252.199,193.251.252.199,5511,ORG-FT2-RIPE,6204,ORG-IHS20-RIPE,2,0
185.120.147.41,185.120.147.41,9009,ORG-MES6-RIPE,51295,ORG-TEMS3-RIPE,2,0
94.53.12.22,94.53.12.22,48161,ORG-NCS10-RIPE,48161,ORG-NCS10-RIPE,50,0
93.115.93.181,93.115.93.181,2914,NTTAM-1-ARIN,3223,ORG-VL241-RIPE,50,0
86.104.178.173,86.104.178.173,43376,ORG-DTS20-RIPE,49719,ORG-SHTU1-RIPE,70,0
94.53.10.9,94.53.10.9,48161,ORG-NCS10-RIPE,48161,ORG-NCS10-RIPE,50,0
62.133.45.209,62.133.45.209,9009,ORG-MES6-RIPE,8100,QEL-5-ARIN,2,0
89.40.196.49,89.40.196.49,41953,ORG-TS372-RIPE,41953,ORG-TS372-RIPE,2,0
193.168.186.225,193.168.186.225,33823,ORG-PTMS2-RIPE,33823,ORG-PTMS2-RIPE,50,-1
92.80.245.109,92.80.245.109,9050,ORG-AA45-RIPE,39081,ORG-RISS4-RIPE,70,0
193.0.14.129,193.0.14.129,25152,ORG-RIEN1-RIPE,25152,ORG-RIEN1-RIPE,2,2
195.2.27.198,195.2.27.198,1273,@aut-1273-RIPE,1273,@aut-1273-RIPE,50,0
91.186.184.37,91.186.184.37,2914,NTTAM-1-ARIN,2914,NTTAM-1-ARIN,2,0
93.114.190.249,93.114.190.249,8919,ORG-ATS4-RIPE,8919,ORG-ATS4-RIPE,50,0
136.255.75.1,136.255.75.1,12302,ORG-MS15-RIPE,42405,ORG-SPS13-RIPE,2,0
195.2.2.122,195.2.2.122,1273,@aut-1273-RIPE,1273,@aut-1273-RIPE,50,0
185.199.175.1,185.199.175.1,43927,ORG-ES311-RIPE,43927,ORG-ES311-RIPE,70,-1
185.86.67.65,185.86.67.65,41494,ORG-AI97-RIPE,41494,ORG-AI97-RIPE,70,-1
